w6sgq4,cntry,w6age,gndr,eisced,mnactic,hinctnta,netusoft,hincfel,w6sgq11,w6sgq12,w6sgq5,w6wq2,w6wq8,w6sgq22
gasoline_car,SI,69,female,4,housework,decile_3,5,1,3,7,7,4,4,3
gasoline_car,SI,47,female,6,paid_work,decile_7,5,1,4,7,4,6,6,4
gasoline_car,SI,75,female,6,retired,decile_7,5,2,4,7,4,4,5,3
gasoline_car,SI,31,male,4,paid_work,decile_6,5,1,3,6,5,4,2,3
walking,SI,80,female,6,housework,decile_8,5,1,3,10,10,4,6,3
gasoline_car,SI,70,female,5,retired,decile_4,2,1,3,3,2,3,3,3
bicycle,SI,70,male,3,retired,decile_7,5,1,4,6,7,3,4,3
gasoline_car,SI,40,female,6,paid_work,decile_10,5,1,2,6,8,4,5,3
gasoline_car,SI,33,female,6,housework,decile_6,5,1,3,6,7,3,3,4
walking,SI,61,male,4,housework,decile_1,5,3,3,8,5,2,5,3
gasoline_car,SI,55,male,4,paid_work,decile_5,5,1,3,5,5,3,5,3
gasoline_car,SI,80,male,4,retired,decile_3,5,2,2,5,5,4,5,2
gasoline_car,SI,43,male,4,paid_work,decile_5,2,2,3,5,6,3,3,3
gasoline_car,SI,37,female,6,paid_work,decile_8,5,1,3,5,5,3,5,2
gasoline_car,SI,48,male,6,paid_work,decile_7,5,2,4,8,7,2,2,4
gasoline_car,SI,47,female,6,paid_work,decile_5,5,1,3,6,8,5,6,3
gasoline_car,SI,72,female,3,retired,decile_6,5,2,4,9,5,3,5,3
public_transport,SI,56,female,6,paid_work,decile_8,3,1,3,6,8,3,4,3
public_transport,SI,58,female,6,unemployed_looking,decile_1,5,4,4,8,5,3,5,3
gasoline_car,SI,32,female,4,paid_work,decile_4,5,2,3,6,0,5,3,2
gasoline_car,SI,52,female,4,paid_work,decile_6,5,2,3,5,0,5,5,3
gasoline_car,SI,59,female,4,paid_work,decile_7,5,1,3,6,5,4,5,3
gasoline_car,SI,53,male,4,paid_work,decile_8,5,2,3,5,0,3,4,4
walking,SI,63,female,6,paid_work,decile_6,5,1,3,7,7,3,5,3
electric_car,SI,43,male,6,paid_work,decile_4,5,1,4,8,0,4,4,2
gasoline_car,SI,42,female,6,paid_work,decile_9,5,1,2,3,3,4,5,5
electric_car,SI,47,female,4,paid_work,decile_5,5,2,3,1,5,1,1,5
walking,SI,66,female,2,housework,decile_2,4,3,5,10,10,0,3,4
gasoline_car,SI,59,male,4,paid_work,decile_7,5,1,3,5,1,3,3,3
gasoline_car,SI,47,female,4,paid_work,decile_6,4,1,4,2,9,4,4,4
bicycle,SI,48,female,6,paid_work,decile_4,5,2,3,5,5,1,3,4
gasoline_car,SI,43,male,4,paid_work,decile_6,5,2,1,0,0,4,6,5
gasoline_car,SI,34,male,6,paid_work,decile_6,5,1,4,7,3,4,4,4
gasoline_car,SI,78,female,4,retired,decile_2,5,1,4,8,10,4,3,4
bicycle,SI,68,male,4,retired,decile_8,2,2,4,4,7,4,6,3
walking,SI,23,female,2,housework,decile_6,5,1,4,5,5,1,3,3
public_transport,SI,34,female,6,paid_work,decile_7,5,1,3,6,5,2,5,3
gasoline_car,SI,49,female,5,paid_work,decile_8,5,1,3,6,4,3,5,3
gasoline_car,SI,55,female,3,paid_work,decile_7,5,2,4,4,8,4,3,3
gasoline_car,SI,68,female,4,retired,decile_5,5,1,1,7,5,6,5,3
walking,SI,45,male,3,paid_work,decile_3,5,1,3,5,3,3,3,2
walking,SI,72,female,5,retired,decile_2,5,2,3,5,7,1,5,3
gasoline_car,SI,58,male,6,paid_work,decile_8,4,2,3,7,6,4,4,3
gasoline_car,SI,52,male,3,paid_work,decile_7,5,1,3,8,8,4,5,5
gasoline_car,SI,50,male,6,paid_work,decile_7,5,1,3,7,0,4,4,2
gasoline_car,SI,52,male,4,paid_work,decile_10,5,1,4,8,1,1,0,3
bicycle,SI,64,male,6,retired,decile_9,5,1,4,7,2,4,5,1
gasoline_car,SI,67,female,6,retired,decile_5,5,2,3,3,10,5,6,3
gasoline_car,SI,47,female,3,paid_work,decile_5,5,2,4,1,4,6,4,1
walking,SI,39,female,6,paid_work,decile_7,5,2,3,8,5,5,3,3
gasoline_car,SI,50,male,2,paid_work,decile_4,5,2,3,5,5,3,3,3
gasoline_car,SI,37,male,6,paid_work,decile_6,5,1,3,4,5,4,4,3
bicycle,SI,58,male,5,paid_work,decile_9,5,2,4,8,3,2,5,3
gasoline_car,SI,28,male,6,education,decile_6,5,1,3,6,0,4,5,5
gasoline_car,SI,62,female,4,paid_work,decile_6,5,1,5,5,5,3,4,2
gasoline_car,SI,44,male,6,paid_work,decile_8,5,1,2,5,7,1,3,4
gasoline_car,SI,25,male,4,paid_work,decile_7,5,2,3,5,0,3,4,3
gasoline_car,SI,31,female,6,housework,decile_6,2,1,4,3,1,4,5,3
walking,SI,64,female,3,unemployed_not_looking,decile_1,5,2,3,6,6,2,5,3
gasoline_car,SI,68,male,2,retired,decile_6,4,1,3,2,5,1,5,4
walking,SI,70,female,3,retired,decile_2,3,3,3,4,5,4,4,3
gasoline_car,SI,44,female,4,unemployed_looking,decile_4,5,2,4,6,7,2,4,3
gasoline_car,SI,25,female,4,education,decile_2,5,2,3,6,4,2,2,4
gasoline_car,SI,52,male,6,paid_work,decile_9,5,1,3,5,5,5,5,2
gasoline_car,SI,32,female,4,paid_work,decile_3,5,2,4,8,3,4,3,4
gasoline_car,SI,58,female,7,paid_work,decile_4,5,1,1,2,10,1,3,3
gasoline_car,SI,66,female,4,paid_work,decile_4,5,1,3,9,9,4,5,4
walking,SI,49,female,4,retired,decile_3,5,3,3,3,3,6,5,4
gasoline_car,SI,27,female,4,education,decile_10,5,1,4,7,3,6,5,4
gasoline_car,SI,52,male,3,paid_work,decile_7,5,2,3,6,9,2,3,3
gasoline_car,SI,68,male,4,paid_work,decile_7,5,1,1,0,0,5,4,5
gasoline_car,SI,48,male,6,paid_work,decile_5,5,2,2,5,6,4,5,4
gasoline_car,SI,41,male,3,paid_work,decile_8,5,1,4,7,4,5,5,3
gasoline_car,SI,60,male,6,paid_work,decile_10,5,1,3,5,2,4,5,3
gasoline_car,SI,42,female,7,paid_work,decile_6,5,1,3,6,3,4,5,3
gasoline_car,SI,45,male,4,paid_work,decile_7,5,1,4,5,5,4,5,3
bicycle,AT,55,female,6,paid_work,decile_5,5,1,5,8,10,4,5,3
gasoline_car,AT,43,male,3,paid_work,decile_8,5,1,4,7,0,5,5,3
bicycle,AT,84,female,3,housework,decile_6,3,1,3,6,8,0,3,3
public_transport,AT,48,male,7,paid_work,decile_3,5,2,4,8,10,5,5,3
public_transport,AT,59,female,3,paid_work,decile_3,5,2,3,8,9,4,5,2
gasoline_car,AT,38,female,6,paid_work,decile_5,4,2,3,8,0,5,5,4
gasoline_car,AT,30,male,3,paid_work,decile_6,5,3,4,8,8,3,5,3
bicycle,AT,62,male,3,paid_work,decile_7,5,2,3,7,9,5,6,3
bicycle,AT,78,male,3,retired,decile_6,5,1,2,3,4,1,4,3
gasoline_car,AT,71,male,5,retired,decile_9,5,1,4,7,9,4,5,3
gasoline_car,AT,61,male,3,paid_work,decile_6,5,2,4,3,4,4,5,3
public_transport,AT,44,male,7,paid_work,decile_9,5,1,4,8,5,4,6,2
public_transport,AT,61,male,3,paid_work,decile_4,2,2,4,7,9,2,5,2
walking,AT,63,female,3,retired,decile_3,5,2,3,7,4,5,4,3
public_transport,AT,79,female,3,retired,decile_3,5,1,4,6,10,4,3,2
public_transport,AT,37,female,6,paid_work,decile_7,5,2,4,4,8,3,4,3
bicycle,AT,55,male,5,paid_work,decile_9,5,2,2,2,1,3,5,4
walking,AT,78,female,6,retired,decile_3,4,1,4,10,0,5,6,3
gasoline_car,AT,56,female,6,paid_work,decile_10,5,2,2,4,3,3,4,5
walking,AT,72,female,3,retired,decile_3,5,2,4,10,10,1,6,3
public_transport,AT,76,male,4,retired,decile_8,5,1,1,0,1,4,4,4
gasoline_car,AT,52,female,5,paid_work,decile_10,5,1,3,3,8,6,5,2
gasoline_car,AT,62,female,3,paid_work,decile_2,2,2,4,4,7,0,6,5
gasoline_car,AT,49,female,3,housework,decile_6,5,1,3,7,4,5,5,3
public_transport,AT,28,female,4,education,decile_1,5,3,4,8,5,4,3,2
public_transport,AT,58,female,3,paid_work,decile_4,5,1,1,0,10,4,6,3
bicycle,AT,37,female,7,paid_work,decile_9,5,1,4,7,10,6,6,3
gasoline_car,AT,68,male,3,paid_work,decile_9,5,1,3,9,8,4,6,3
bicycle,AT,54,male,7,paid_work,decile_9,5,2,4,3,4,2,3,4
gasoline_car,AT,78,male,5,retired,decile_8,5,2,4,6,3,5,4,3
walking,AT,61,female,3,paid_work,decile_10,2,1,5,6,1,0,2,5
gasoline_car,AT,62,female,3,retired,decile_2,5,2,3,6,5,3,3,3
electric_car,AT,56,male,7,paid_work,decile_10,5,1,4,10,4,6,6,3
gasoline_car,AT,50,male,4,paid_work,decile_6,4,1,2,9,0,6,5,3
public_transport,AT,84,male,3,retired,decile_6,2,2,2,0,8,4,5,4
walking,AT,53,male,5,paid_work,decile_9,5,1,5,9,6,5,4,4
gasoline_car,AT,77,female,6,retired,decile_4,1,1,3,9,1,3,5,3
walking,AT,73,female,7,retired,decile_3,5,2,4,8,7,4,5,3
walking,AT,58,female,3,paid_work,decile_4,5,1,3,7,10,4,5,3
gasoline_car,AT,77,male,3,retired,decile_5,5,1,3,6,8,4,5,4
gasoline_car,AT,59,male,3,paid_work,decile_6,5,2,2,6,8,4,4,3
walking,AT,75,male,2,retired,decile_2,1,2,3,8,8,2,4,4
bicycle,AT,51,male,7,paid_work,decile_8,5,1,3,6,4,6,6,4
public_transport,AT,45,male,7,paid_work,decile_9,5,1,5,9,5,3,3,5
gasoline_car,AT,43,female,5,paid_work,decile_8,5,2,3,6,8,4,6,4
gasoline_car,AT,60,male,5,paid_work,decile_10,4,1,3,2,6,6,6,2
bicycle,AT,28,male,5,paid_work,decile_7,5,1,4,5,9,4,6,3
public_transport,AT,72,female,6,retired,decile_2,5,2,4,7,9,4,5,3
bicycle,AT,60,female,3,retired,decile_3,5,2,3,6,8,6,4,3
bicycle,AT,33,female,5,paid_work,decile_5,5,2,4,6,5,3,3,3
public_transport,AT,66,female,5,paid_work,decile_8,5,1,3,7,10,5,4,4
gasoline_car,AT,72,male,7,retired,decile_6,4,2,4,8,5,5,3,2
gasoline_car,AT,83,female,5,retired,decile_3,3,1,2,8,3,0,4,4
public_transport,AT,51,female,5,education,decile_6,5,2,4,9,7,4,5,4
public_transport,AT,63,male,6,retired,decile_3,5,2,3,5,8,4,4,4
bicycle,AT,60,female,5,paid_work,decile_6,5,1,4,8,8,5,5,2
walking,AT,78,male,3,retired,decile_6,5,1,5,10,5,5,5,2
gasoline_car,AT,63,male,3,paid_work,decile_8,5,1,4,8,2,5,5,3
gasoline_car,AT,74,female,3,retired,decile_5,5,2,2,8,5,3,5,4
gasoline_car,AT,64,male,3,retired,decile_7,5,1,3,5,8,4,5,4
gasoline_car,AT,76,female,4,retired,decile_6,5,1,3,7,9,5,6,4
public_transport,AT,36,male,5,paid_work,decile_5,5,3,3,4,2,4,5,4
public_transport,AT,31,female,5,education,decile_2,5,1,5,3,9,1,4,4
public_transport,AT,65,female,7,retired,decile_4,5,2,5,10,7,2,6,2
walking,AT,82,female,7,retired,decile_4,5,2,3,7,8,4,6,2
gasoline_car,AT,86,male,3,retired,decile_6,5,2,4,5,10,4,3,4
public_transport,AT,31,female,6,paid_work,decile_8,5,1,3,6,7,5,4,5
walking,AT,26,female,6,education,decile_3,5,1,4,7,10,3,6,3
public_transport,AT,39,female,6,paid_work,decile_5,5,1,4,4,9,5,5,2
gasoline_car,AT,56,female,5,paid_work,decile_4,4,3,3,5,3,3,4,3
gasoline_car,AT,65,female,4,retired,decile_6,5,2,4,8,7,5,5,3
walking,AT,27,male,6,education,decile_1,5,2,5,6,10,4,2,2
walking,AT,75,female,3,retired,decile_3,5,2,3,5,5,2,4,5
walking,AT,67,male,7,retired,decile_6,5,1,4,7,9,1,4,2
gasoline_car,AT,81,female,3,retired,decile_6,5,1,2,5,10,4,5,5
gasoline_car,AT,55,male,3,paid_work,decile_9,5,2,3,7,5,6,5,2
gasoline_car,AT,47,female,5,sick_disabled,decile_3,5,2,4,7,7,4,5,4
walking,AT,62,female,3,housework,decile_5,3,1,3,10,1,5,6,3
public_transport,AT,21,male,4,paid_work,decile_2,5,1,5,10,9,3,2,1
public_transport,AT,76,male,3,retired,decile_3,1,1,3,3,7,4,5,3
walking,AT,72,female,3,retired,decile_2,1,2,3,7,10,3,4,4
walking,AT,69,male,3,retired,decile_3,5,2,2,6,10,3,6,4
gasoline_car,AT,20,male,2,education,decile_8,5,1,2,6,8,4,5,3
gasoline_car,AT,71,female,3,retired,decile_3,5,3,3,5,3,4,4,4
walking,AT,88,female,5,retired,decile_7,4,1,4,8,10,4,6,2
gasoline_car,AT,25,female,2,housework,decile_3,5,3,3,5,5,4,1,4
public_transport,AT,61,male,6,paid_work,decile_2,5,3,4,5,9,4,3,2
walking,AT,55,female,7,paid_work,decile_5,5,1,4,10,0,1,3,4
gasoline_car,AT,85,male,3,retired,decile_6,1,1,4,7,2,4,4,2
gasoline_car,AT,56,female,4,paid_work,decile_4,5,2,2,6,3,4,2,5
public_transport,AT,29,male,4,paid_work,decile_3,5,1,4,8,8,2,4,3
gasoline_car,AT,49,female,3,paid_work,decile_3,5,3,4,9,5,4,3,2
gasoline_car,AT,59,male,3,paid_work,decile_7,5,2,2,5,0,4,5,3
gasoline_car,AT,64,female,2,retired,decile_5,1,2,3,3,5,3,5,3
gasoline_car,AT,73,female,3,retired,decile_6,4,1,3,10,8,6,6,3
public_transport,AT,36,male,4,paid_work,decile_9,5,1,4,6,9,1,4,3
electric_car,AT,56,female,5,paid_work,decile_9,5,2,5,10,0,4,5,3
public_transport,AT,40,male,2,retired,decile_8,4,2,3,6,2,3,3,4
gasoline_car,AT,67,female,4,retired,decile_7,5,1,3,8,9,4,3,3
public_transport,AT,27,female,3,education,decile_2,5,2,5,7,8,4,5,3
gasoline_car,AT,64,male,3,retired,decile_8,5,1,3,2,2,5,6,4
walking,AT,66,male,3,retired,decile_7,5,2,3,3,8,3,3,4
bicycle,AT,31,male,5,education,decile_3,5,2,3,7,3,5,5,3
public_transport,AT,45,female,6,sick_disabled,decile_2,5,3,3,7,9,4,4,3
electric_car,AT,33,male,3,paid_work,decile_10,5,1,3,6,3,4,6,2
public_transport,AT,46,female,5,paid_work,decile_7,5,2,3,6,10,3,4,3
gasoline_car,AT,45,female,3,paid_work,decile_5,5,2,4,6,8,6,6,3
public_transport,AT,76,female,6,retired,decile_6,5,4,5,10,10,2,6,3
electric_car,AT,49,male,7,retired,decile_9,5,1,2,10,7,5,6,1
gasoline_car,AT,65,female,3,retired,decile_8,5,1,4,10,4,6,6,4
public_transport,AT,60,female,5,paid_work,decile_6,3,2,3,8,8,4,4,4
gasoline_car,AT,75,female,3,retired,decile_5,3,2,2,8,0,5,6,2
walking,AT,72,male,3,retired,decile_6,5,1,3,5,5,3,5,3
bicycle,AT,71,male,7,retired,decile_6,1,1,4,8,7,3,1,4
bicycle,AT,66,male,3,paid_work,decile_7,5,1,3,9,5,5,5,4
bicycle,AT,29,male,6,paid_work,decile_3,5,1,3,7,10,5,6,1
bicycle,AT,66,male,3,retired,decile_8,5,1,5,10,2,3,2,4
walking,AT,38,female,4,paid_work,decile_1,5,3,3,7,0,3,5,4
public_transport,AT,67,female,7,retired,decile_10,5,1,3,7,8,4,4,3
electric_car,AT,49,female,5,paid_work,decile_7,5,2,4,7,0,0,5,3
gasoline_car,AT,60,female,3,paid_work,decile_7,5,1,4,5,5,4,4,4
walking,AT,63,male,3,paid_work,decile_6,5,1,3,8,10,3,5,3
bicycle,AT,45,female,7,paid_work,decile_2,5,2,3,9,4,4,3,3
gasoline_car,AT,77,female,3,retired,decile_3,5,2,4,0,5,5,5,1
public_transport,AT,75,female,3,retired,decile_5,1,2,4,5,8,3,3,3
electric_car,AT,74,male,7,retired,decile_2,5,3,2,8,10,6,5,4
gasoline_car,AT,73,female,3,retired,decile_8,5,2,1,4,1,2,4,5
public_transport,AT,46,female,3,paid_work,decile_6,5,2,1,0,2,6,5,5
walking,AT,74,male,4,retired,decile_6,5,1,2,2,5,5,4,4
public_transport,AT,60,female,3,paid_work,decile_3,1,1,3,7,4,3,5,3
bicycle,AT,84,female,5,retired,decile_3,5,2,3,8,8,3,5,3
public_transport,AT,67,female,3,retired,decile_3,5,2,3,9,8,6,5,3
bicycle,AT,51,male,7,paid_work,decile_6,5,2,3,6,5,5,6,3
walking,AT,90,male,3,retired,decile_3,1,2,3,5,5,4,4,3
gasoline_car,AT,70,male,4,retired,decile_8,4,1,4,9,7,5,5,2
public_transport,AT,45,male,7,paid_work,decile_7,5,1,3,5,10,4,5,2
walking,AT,32,female,6,paid_work,decile_4,5,2,3,2,3,3,6,2
public_transport,AT,60,male,3,paid_work,decile_10,5,1,3,6,9,3,4,3
electric_car,AT,34,female,5,housework,decile_6,5,2,3,7,6,4,4,3
gasoline_car,AT,63,female,3,retired,decile_3,4,1,4,5,10,4,6,2
gasoline_car,AT,65,male,6,paid_work,decile_7,5,2,4,8,0,2,6,1
walking,AT,44,female,4,paid_work,decile_6,5,1,3,5,10,5,6,3
public_transport,AT,42,male,3,education,decile_2,5,2,4,7,9,3,4,3
gasoline_car,AT,90,female,3,paid_work,decile_3,5,1,3,5,5,3,4,3
public_transport,AT,56,male,5,paid_work,decile_10,5,1,2,1,9,5,5,1
bicycle,AT,32,male,6,paid_work,decile_1,5,2,3,4,7,4,5,1
gasoline_car,AT,64,male,3,retired,decile_7,5,1,4,5,5,5,4,5
public_transport,AT,26,female,6,education,decile_3,5,2,5,10,8,3,6,3
public_transport,AT,76,male,5,retired,decile_4,5,2,3,3,8,3,5,3
bicycle,AT,90,male,4,paid_work,decile_8,5,2,5,8,7,4,4,3
bicycle,AT,61,female,3,paid_work,decile_5,5,2,5,8,5,2,5,3
gasoline_car,AT,40,female,6,paid_work,decile_10,5,1,4,9,3,4,5,3
bicycle,AT,45,female,5,paid_work,decile_4,5,2,3,7,3,3,5,3
public_transport,AT,44,female,6,sick_disabled,decile_1,5,2,4,5,10,4,5,2
gasoline_car,AT,45,female,4,paid_work,decile_9,5,1,3,5,4,4,3,3
public_transport,AT,28,female,7,paid_work,decile_2,5,3,5,6,7,2,2,2
gasoline_car,AT,59,female,6,paid_work,decile_8,4,1,4,9,2,4,6,4
public_transport,AT,35,female,7,paid_work,decile_9,5,2,4,10,6,4,4,5
gasoline_car,AT,44,female,3,paid_work,decile_7,5,2,3,4,4,3,3,3
gasoline_car,AT,67,female,3,retired,decile_7,1,1,3,5,5,3,3,3
gasoline_car,AT,82,male,5,retired,decile_6,5,1,4,8,7,5,6,4
gasoline_car,AT,57,female,5,paid_work,decile_10,5,1,3,8,7,5,6,4
public_transport,AT,87,male,7,retired,decile_9,5,1,5,8,10,2,6,1
public_transport,AT,79,female,2,retired,decile_1,2,2,4,8,9,4,4,3
gasoline_car,AT,47,female,3,paid_work,decile_5,3,2,3,10,4,4,6,2
walking,AT,54,female,3,housework,decile_3,5,1,3,6,9,4,4,4
gasoline_car,AT,65,male,4,retired,decile_8,5,1,4,4,0,2,5,4
walking,AT,69,female,3,retired,decile_8,3,1,2,5,9,2,3,4
gasoline_car,AT,31,male,3,paid_work,decile_9,3,2,2,0,0,3,3,3
gasoline_car,AT,74,female,6,retired,decile_2,5,3,3,5,3,5,4,4
gasoline_car,AT,67,male,5,retired,decile_9,5,2,2,1,9,4,5,2
walking,AT,71,male,7,retired,decile_7,5,1,3,10,8,5,4,2
bicycle,AT,65,male,3,retired,decile_8,5,2,4,7,3,4,5,2
gasoline_car,AT,72,male,6,retired,decile_5,4,2,4,7,7,4,6,3
walking,AT,76,male,3,retired,decile_7,1,2,3,6,10,4,3,4
walking,AT,67,female,3,retired,decile_2,5,3,5,10,5,4,5,5
public_transport,AT,37,female,6,education,decile_8,5,2,4,7,9,5,4,2
bicycle,AT,25,male,4,education,decile_2,5,1,3,8,7,1,6,5
bicycle,AT,23,male,5,education,decile_3,5,1,3,7,7,4,4,5
walking,AT,70,female,3,retired,decile_9,5,1,4,9,10,4,5,3
walking,AT,80,female,3,retired,decile_6,5,2,3,6,2,4,6,3
public_transport,AT,55,male,3,paid_work,decile_3,5,2,4,7,9,0,3,2
gasoline_car,AT,43,female,3,paid_work,decile_7,4,2,3,7,4,4,5,3
bicycle,AT,46,female,6,housework,decile_6,5,1,4,7,10,2,3,2
walking,AT,23,male,4,paid_work,decile_2,5,1,5,5,10,3,4,3
gasoline_car,AT,78,male,3,retired,decile_2,1,2,3,9,10,2,6,3
bicycle,AT,25,female,5,education,decile_1,5,2,5,10,8,4,6,3
public_transport,AT,58,female,5,paid_work,decile_9,5,2,5,9,10,3,6,3
bicycle,AT,39,male,6,paid_work,decile_4,5,1,4,4,9,5,5,2
gasoline_car,AT,86,male,3,retired,decile_3,1,2,2,2,3,2,6,2
bicycle,AT,63,female,5,retired,decile_7,2,2,4,8,3,4,5,4
bicycle,AT,32,female,7,unemployed_looking,decile_4,5,1,4,7,9,4,6,4
gasoline_car,AT,71,female,3,housework,decile_1,1,3,3,4,1,3,2,4
electric_car,AT,53,male,3,paid_work,decile_10,5,1,1,3,8,6,5,5
public_transport,AT,65,female,7,retired,decile_4,5,2,3,8,10,4,1,2
walking,AT,73,male,3,retired,decile_6,1,1,4,8,5,6,6,4
public_transport,AT,37,female,6,paid_work,decile_2,5,1,4,7,10,3,4,4
walking,AT,68,female,3,retired,decile_5,5,2,3,4,4,6,6,4
gasoline_car,AT,66,female,3,retired,decile_3,5,2,3,5,10,5,5,4
walking,AT,60,female,5,retired,decile_3,5,3,4,10,9,3,3,4
gasoline_car,AT,76,male,6,retired,decile_9,1,1,3,9,2,1,2,4
public_transport,AT,45,male,6,paid_work,decile_5,5,2,5,7,6,3,4,3
public_transport,AT,38,female,7,paid_work,decile_7,5,1,4,7,7,4,5,4
public_transport,AT,61,female,6,paid_work,decile_4,5,1,3,7,10,5,5,2
walking,AT,41,female,3,paid_work,decile_9,5,2,3,4,2,4,4,4
gasoline_car,AT,75,female,3,retired,decile_2,5,2,4,4,3,4,4,4
walking,AT,60,male,7,paid_work,decile_7,4,1,3,6,6,4,6,1
bicycle,AT,54,female,7,retired,decile_1,3,4,4,8,3,4,4,3
walking,AT,81,female,3,retired,decile_5,2,2,3,6,10,2,4,3
public_transport,AT,52,female,4,paid_work,decile_4,5,2,4,8,9,3,5,3
public_transport,AT,76,female,3,retired,decile_6,5,1,3,8,7,1,5,4
gasoline_car,AT,53,female,5,paid_work,decile_8,5,2,4,8,4,4,6,4
walking,AT,79,female,3,retired,decile_3,1,2,3,8,8,4,6,2
gasoline_car,AT,43,female,3,paid_work,decile_5,5,3,3,5,5,3,5,3
public_transport,AT,90,female,5,retired,decile_6,5,2,3,7,8,3,4,3
walking,AT,69,male,3,retired,decile_6,1,1,4,8,8,5,4,3
bicycle,BE,63,male,4,retired,decile_10,5,1,5,9,8,6,4,4
gasoline_car,BE,58,male,6,other,decile_3,5,3,3,1,1,3,2,4
gasoline_car,BE,27,male,7,paid_work,decile_10,5,1,3,6,10,3,4,3
electric_car,BE,44,male,5,paid_work,decile_9,5,2,3,6,6,4,4,4
gasoline_car,BE,84,male,6,retired,decile_6,5,1,4,8,0,4,4,3
gasoline_car,BE,34,female,5,paid_work,decile_6,5,2,3,5,5,2,3,3
bicycle,BE,41,female,6,paid_work,decile_8,5,1,5,7,4,4,4,2
electric_car,BE,64,male,7,paid_work,decile_10,5,1,4,8,5,4,5,3
gasoline_car,BE,59,female,4,paid_work,decile_6,5,1,3,7,6,3,3,3
electric_car,BE,33,female,4,paid_work,decile_8,5,2,3,5,6,3,3,5
gasoline_car,BE,24,female,6,education,decile_8,5,1,3,5,7,4,5,3
walking,BE,61,female,3,housework,decile_4,5,2,2,4,7,5,4,4
gasoline_car,BE,33,female,7,paid_work,decile_4,5,2,4,6,6,4,4,2
gasoline_car,BE,77,male,5,retired,decile_8,5,1,4,7,3,3,3,3
bicycle,BE,34,female,7,paid_work,decile_8,4,1,4,9,7,3,5,2
public_transport,BE,80,female,4,housework,decile_9,5,1,5,9,8,5,5,2
electric_car,BE,53,male,7,paid_work,decile_9,5,1,4,8,8,3,3,3
walking,BE,84,female,6,retired,decile_3,2,2,5,10,2,4,6,2
gasoline_car,BE,54,female,6,paid_work,decile_7,5,2,4,7,8,2,5,2
public_transport,BE,50,female,5,paid_work,decile_7,5,3,4,10,10,4,5,5
gasoline_car,BE,71,male,4,retired,decile_8,5,1,3,5,5,3,4,3
gasoline_car,BE,53,male,6,paid_work,decile_6,5,2,3,6,3,3,4,4
bicycle,BE,67,female,7,retired,decile_8,5,2,4,7,7,3,5,2
walking,BE,69,female,7,retired,decile_6,5,2,4,5,3,3,5,3
electric_car,BE,51,male,7,paid_work,decile_7,5,1,3,7,1,4,6,2
public_transport,BE,39,male,7,paid_work,decile_9,5,2,3,6,8,5,5,4
public_transport,BE,41,male,7,paid_work,decile_7,5,1,3,7,8,5,4,5
electric_car,BE,53,male,7,paid_work,decile_10,5,2,3,8,8,1,6,3
gasoline_car,BE,61,male,4,paid_work,decile_8,5,2,3,5,0,3,4,4
gasoline_car,BE,67,male,2,retired,decile_5,5,2,3,7,7,4,5,3
walking,BE,37,female,7,paid_work,decile_9,5,1,4,8,10,4,5,2
gasoline_car,BE,68,female,6,retired,decile_8,5,1,3,6,7,5,5,3
electric_car,BE,58,female,6,paid_work,decile_10,5,1,2,2,5,5,6,1
public_transport,BE,56,female,7,paid_work,decile_9,5,1,3,7,4,3,2,4
electric_car,BE,40,female,7,paid_work,decile_9,5,1,3,4,6,4,4,2
bicycle,BE,62,male,4,paid_work,decile_8,5,1,5,10,0,3,5,1
bicycle,BE,80,male,3,retired,decile_3,4,2,3,7,7,4,4,3
gasoline_car,BE,33,female,6,paid_work,decile_3,5,1,3,7,8,4,2,3
gasoline_car,BE,60,male,7,housework,decile_3,5,1,4,7,8,6,5,2
electric_car,BE,69,female,7,retired,decile_5,5,3,4,8,7,2,5,3
electric_car,BE,54,female,6,paid_work,decile_5,5,3,3,7,5,6,1,3
gasoline_car,BE,74,male,6,retired,decile_6,4,2,2,1,5,4,2,4
bicycle,BE,61,male,6,paid_work,decile_5,4,2,3,5,9,4,5,2
gasoline_car,BE,35,male,4,sick_disabled,decile_4,5,3,1,0,9,4,2,5
bicycle,BE,56,female,5,sick_disabled,decile_4,5,2,4,2,7,1,4,4
bicycle,BE,50,female,7,paid_work,decile_7,4,1,3,6,8,5,2,3
bicycle,BE,30,male,5,paid_work,decile_7,5,1,3,6,7,5,4,3
public_transport,BE,44,female,7,paid_work,decile_5,5,1,5,10,7,2,5,4
bicycle,BE,53,male,6,paid_work,decile_7,5,2,3,8,6,4,6,4
electric_car,BE,57,male,2,paid_work,decile_10,5,2,2,2,8,0,6,5
walking,BE,51,male,6,paid_work,decile_4,5,2,4,9,5,3,3,3
electric_car,BE,67,male,4,housework,decile_8,5,1,5,7,8,2,4,4
gasoline_car,BE,73,male,4,retired,decile_6,5,2,3,7,2,4,5,3
bicycle,BE,65,female,6,retired,decile_8,5,1,5,8,7,5,5,3
public_transport,BE,69,female,7,retired,decile_7,5,1,4,9,8,3,5,3
walking,BE,42,female,7,paid_work,decile_8,5,1,4,7,4,3,5,2
gasoline_car,BE,70,female,6,retired,decile_7,5,1,4,4,7,3,4,3
gasoline_car,BE,38,male,4,paid_work,decile_8,5,2,2,3,4,5,6,4
electric_car,BE,31,female,7,paid_work,decile_8,5,1,3,8,3,5,5,3
