w6sgq4,cntry,w6age,gndr,eisced,mnactic,hinctnta,netusoft,hincfel,w6sgq11,w6sgq12,w6sgq5,w6wq2,w6wq8,w6sgq22
public_transport,SI,30,female,6,paid_work,decile_3,5,1,3,7,6,4,6,2
gasoline_car,SI,48,male,4,paid_work,decile_3,5,2,3,6,5,5,4,3
gasoline_car,SI,76,female,5,housework,decile_4,3,1,4,2,2,4,5,3
gasoline_car,SI,75,female,5,retired,decile_6,5,1,3,8,4,4,5,3
gasoline_car,SI,29,female,6,education,decile_8,5,1,4,7,4,5,4,4
walking,SI,64,female,5,paid_work,decile_8,5,1,3,5,5,4,5,2
gasoline_car,SI,44,female,6,paid_work,decile_8,5,1,3,7,6,1,6,4
gasoline_car,SI,37,female,4,paid_work,decile_4,5,1,3,10,5,3,6,3
gasoline_car,SI,36,female,7,paid_work,decile_4,5,1,3,6,1,4,5,3
gasoline_car,SI,57,male,5,paid_work,decile_8,5,1,4,8,8,4,4,3
gasoline_car,SI,31,female,6,paid_work,decile_3,5,2,3,5,7,2,3,3
gasoline_car,SI,38,male,4,paid_work,decile_7,5,1,4,5,5,3,4,4
gasoline_car,SI,57,female,6,paid_work,decile_9,5,1,3,5,8,2,4,3
gasoline_car,SI,39,female,6,housework,decile_9,5,1,3,7,4,6,4,3
gasoline_car,SI,27,female,4,paid_work,decile_8,5,1,3,7,5,6,3,2
gasoline_car,SI,61,male,3,unemployed_looking,decile_1,2,1,2,7,9,5,5,3
gasoline_car,SI,61,male,4,paid_work,decile_7,5,2,5,3,9,2,5,3
gasoline_car,SI,51,female,6,paid_work,decile_6,5,2,4,7,3,3,5,3
gasoline_car,SI,27,female,4,housework,decile_9,5,2,4,7,2,4,5,3
gasoline_car,SI,86,female,5,retired,decile_2,5,1,3,6,6,3,6,3
gasoline_car,SI,28,female,4,education,decile_8,5,1,3,5,5,4,6,3
walking,SI,59,male,4,unemployed_looking,decile_1,5,3,4,2,0,0,6,5
gasoline_car,SI,25,male,4,education,decile_7,5,1,3,3,6,1,6,2
gasoline_car,SI,39,female,6,paid_work,decile_10,5,1,2,7,2,3,4,3
gasoline_car,SI,38,male,4,paid_work,decile_5,5,3,2,5,10,3,3,3
gasoline_car,SI,58,male,4,paid_work,decile_3,5,2,4,2,0,1,2,2
gasoline_car,SI,74,female,5,retired,decile_6,5,1,3,8,2,4,5,3
electric_car,SI,40,male,4,paid_work,decile_10,5,1,3,6,3,4,4,3
gasoline_car,SI,50,male,5,paid_work,decile_5,5,1,2,2,6,3,4,3
gasoline_car,SI,35,male,7,paid_work,decile_10,5,1,4,8,7,4,5,3
gasoline_car,SI,49,male,6,paid_work,decile_5,5,1,3,8,8,2,5,3
gasoline_car,SI,46,female,7,paid_work,decile_10,5,1,3,8,0,6,5,4
gasoline_car,SI,36,female,7,paid_work,decile_8,5,1,4,8,1,4,4,2
bicycle,SI,30,female,4,paid_work,decile_3,5,2,4,10,2,3,2,3
gasoline_car,SI,60,female,6,paid_work,decile_10,5,1,4,8,4,4,5,3
gasoline_car,SI,54,male,5,paid_work,decile_6,5,1,4,9,0,3,3,4
gasoline_car,SI,50,female,4,paid_work,decile_2,5,3,4,5,4,3,4,2
gasoline_car,SI,46,female,4,paid_work,decile_5,5,2,3,10,0,3,3,3
gasoline_car,SI,35,female,3,paid_work,decile_4,3,2,4,5,2,2,3,4
bicycle,SI,44,male,6,paid_work,decile_7,5,1,3,8,8,5,6,1
bicycle,SI,46,female,6,paid_work,decile_6,5,2,3,7,4,1,5,2
gasoline_car,SI,59,female,4,paid_work,decile_7,5,1,4,9,5,6,5,4
gasoline_car,SI,48,female,7,paid_work,decile_10,5,1,5,5,5,3,6,1
bicycle,SI,71,female,5,retired,decile_9,5,1,4,6,7,5,5,3
walking,SI,79,female,7,retired,decile_3,5,2,3,8,8,4,5,3
gasoline_car,SI,28,female,4,housework,decile_5,5,2,3,5,3,4,4,5
gasoline_car,SI,58,male,7,paid_work,decile_10,5,1,2,5,0,2,5,5
gasoline_car,SI,70,male,7,paid_work,decile_9,5,1,3,7,5,4,5,3
gasoline_car,SI,58,female,6,paid_work,decile_10,4,1,3,7,3,5,5,2
gasoline_car,SI,24,female,4,education,decile_9,5,1,3,5,5,3,3,3
public_transport,SI,70,female,6,paid_work,decile_5,5,1,4,9,7,5,5,3
gasoline_car,SI,63,male,4,paid_work,decile_4,5,1,3,5,0,6,5,3
public_transport,SI,60,female,2,paid_work,decile_4,3,2,5,10,5,0,3,4
gasoline_car,SI,24,male,4,education,decile_6,5,1,4,9,0,6,6,3
public_transport,SI,75,female,6,retired,decile_5,5,1,4,1,9,1,5,2
electric_car,SI,45,female,6,paid_work,decile_7,5,1,4,9,6,3,5,2
gasoline_car,SI,37,female,6,paid_work,decile_4,5,2,4,6,7,4,5,3
gasoline_car,SI,67,male,4,retired,decile_7,3,2,2,4,3,2,6,4
public_transport,SI,37,female,7,paid_work,decile_3,5,1,2,5,7,3,5,2
gasoline_car,SI,46,female,6,paid_work,decile_10,5,1,4,7,6,4,5,3
gasoline_car,SI,71,female,3,retired,decile_2,2,2,4,7,6,4,5,4
gasoline_car,SI,50,female,7,paid_work,decile_8,5,1,3,6,1,4,4,3
gasoline_car,SI,71,female,6,paid_work,decile_5,5,1,1,3,0,2,5,4
gasoline_car,SI,63,male,4,sick_disabled,decile_3,5,2,3,0,6,2,4,3
gasoline_car,SI,59,male,4,paid_work,decile_10,5,1,5,10,1,4,4,3
gasoline_car,SI,32,female,5,paid_work,decile_8,4,1,4,8,6,3,3,3
electric_car,SI,56,male,3,paid_work,decile_10,5,1,3,8,5,0,5,4
bicycle,SI,61,female,5,paid_work,decile_4,5,2,3,8,7,4,6,2
gasoline_car,SI,49,female,6,paid_work,decile_3,5,1,2,2,7,1,5,3
gasoline_car,SI,27,male,4,education,decile_1,5,1,3,6,0,1,3,3
gasoline_car,SI,63,female,6,paid_work,decile_3,5,1,4,8,5,4,6,3
gasoline_car,SI,62,male,4,paid_work,decile_7,5,1,4,6,0,2,5,3
gasoline_car,SI,63,male,6,paid_work,decile_10,5,1,2,6,3,3,4,3
walking,SI,64,male,4,paid_work,decile_8,5,2,2,3,6,3,4,3
walking,SI,49,female,4,unemployed_looking,decile_2,5,4,5,0,0,5,3,5
gasoline_car,SI,67,male,6,paid_work,decile_7,4,1,4,7,2,4,4,3
electric_car,SI,63,male,3,paid_work,decile_10,5,1,3,7,8,6,3,3
gasoline_car,SI,28,female,6,education,decile_3,5,1,4,9,6,4,4,3
gasoline_car,SI,37,female,6,paid_work,decile_3,5,2,4,3,4,5,5,4
public_transport,SI,50,male,4,paid_work,decile_8,5,1,2,3,2,4,4,4
gasoline_car,SI,49,female,5,paid_work,decile_10,5,2,4,8,5,2,5,4
gasoline_car,SI,49,male,4,paid_work,decile_3,5,2,3,8,8,4,5,3
gasoline_car,SI,66,male,3,paid_work,decile_6,5,1,3,10,10,5,6,3
gasoline_car,SI,78,female,3,retired,decile_6,2,1,3,5,7,3,6,2
walking,SI,55,female,6,paid_work,decile_7,5,2,3,7,8,5,5,4
bicycle,SI,65,male,6,paid_work,decile_7,5,2,4,8,4,3,3,3
bicycle,SI,64,male,3,paid_work,decile_4,3,1,4,6,8,5,6,3
walking,SI,42,female,4,paid_work,decile_3,5,2,4,8,7,3,4,3
gasoline_car,SI,29,female,4,housework,decile_5,5,1,3,5,7,5,4,3
gasoline_car,SI,61,male,3,paid_work,decile_6,5,2,1,3,10,4,6,1
gasoline_car,SI,40,female,7,paid_work,decile_7,5,1,3,6,6,5,5,3
gasoline_car,SI,53,female,7,paid_work,decile_10,5,1,4,7,3,4,5,3
gasoline_car,SI,63,female,5,paid_work,decile_8,5,1,4,3,3,3,6,3
gasoline_car,SI,57,male,6,housework,decile_6,5,1,3,5,3,5,6,3
gasoline_car,SI,46,female,6,paid_work,decile_10,5,1,2,9,5,4,4,3
public_transport,SI,54,female,3,paid_work,decile_4,5,2,3,5,8,1,4,3
gasoline_car,SI,31,female,6,housework,decile_6,5,1,3,6,7,3,3,4
walking,SI,51,female,4,paid_work,decile_2,5,2,2,0,5,4,3,4
gasoline_car,SI,50,female,4,paid_work,decile_3,4,2,3,8,5,3,5,4
gasoline_car,SI,71,female,4,retired,decile_5,5,1,3,5,6,3,5,4
walking,SI,66,female,4,paid_work,decile_8,5,1,5,10,0,4,3,3
gasoline_car,SI,46,female,4,paid_work,decile_7,5,1,3,3,4,5,5,3
public_transport,SI,86,female,4,retired,decile_3,5,1,4,7,10,5,6,3
gasoline_car,SI,28,male,4,education,decile_4,4,1,2,7,5,3,3,2
gasoline_car,SI,67,male,4,retired,decile_5,2,2,3,5,5,4,4,3
gasoline_car,SI,36,male,7,paid_work,decile_7,5,1,3,5,6,5,5,3
walking,SI,44,female,4,paid_work,decile_3,5,2,3,5,6,0,0,4
gasoline_car,SI,28,male,6,education,decile_7,3,1,3,7,1,3,3,3
gasoline_car,SI,54,female,4,paid_work,decile_6,5,2,4,5,6,0,3,4
gasoline_car,SI,41,female,6,paid_work,decile_10,5,1,3,7,7,5,4,3
walking,SI,69,male,4,retired,decile_4,5,1,3,10,5,1,6,1
gasoline_car,SI,37,female,6,paid_work,decile_4,4,2,2,10,5,6,5,5
gasoline_car,SI,43,female,5,paid_work,decile_10,5,1,3,5,3,1,2,3
public_transport,SI,57,male,4,paid_work,decile_7,2,1,3,4,5,1,5,3
public_transport,SI,29,male,4,paid_work,decile_9,5,1,3,1,4,3,4,3
gasoline_car,SI,51,female,4,paid_work,decile_6,5,2,4,8,2,3,4,3
public_transport,SI,75,male,6,retired,decile_2,5,2,2,5,5,4,4,3
gasoline_car,SI,56,male,6,paid_work,decile_10,5,1,3,10,4,1,6,3
gasoline_car,SI,45,male,5,paid_work,decile_8,5,1,2,0,8,2,5,5
electric_car,SI,69,male,6,retired,decile_9,5,1,3,6,5,4,6,2
gasoline_car,SI,63,female,7,housework,decile_6,5,1,3,5,4,4,5,3
gasoline_car,SI,36,male,4,paid_work,decile_5,5,1,3,4,8,4,5,3
gasoline_car,SI,24,male,3,paid_work,decile_10,5,1,4,6,6,5,4,4
walking,SI,77,female,4,retired,decile_1,5,3,4,10,9,0,6,3
gasoline_car,SI,29,female,4,housework,decile_10,5,1,3,4,2,0,2,2
gasoline_car,SI,47,female,7,paid_work,decile_2,5,1,4,6,7,0,3,4
gasoline_car,SI,23,female,3,unemployed_looking,decile_3,5,1,3,7,5,3,3,5
gasoline_car,SI,42,female,4,housework,decile_10,5,1,3,9,0,3,4,4
gasoline_car,SI,53,female,3,paid_work,decile_2,3,2,3,5,8,2,3,4
gasoline_car,SI,27,female,4,education,decile_8,5,1,4,6,3,4,5,3
gasoline_car,SI,41,female,2,paid_work,decile_7,5,1,3,6,10,1,1,4
gasoline_car,SI,49,female,4,paid_work,decile_3,5,2,5,10,5,6,4,4
gasoline_car,SI,77,male,4,housework,decile_7,5,2,5,6,4,0,6,2
electric_car,SI,54,male,6,paid_work,decile_10,5,1,3,3,5,4,5,3
gasoline_car,SI,52,female,7,paid_work,decile_7,5,2,4,2,0,3,2,4
gasoline_car,SI,43,male,4,paid_work,decile_6,3,1,4,10,10,4,4,3
gasoline_car,SI,47,male,6,paid_work,decile_6,5,2,3,6,9,1,5,2
bicycle,SI,41,female,7,paid_work,decile_8,5,1,4,8,4,3,5,2
gasoline_car,SI,38,female,3,paid_work,decile_6,5,1,3,5,1,4,3,2
gasoline_car,SI,66,female,4,retired,decile_8,5,2,4,3,3,3,4,3
gasoline_car,SI,38,male,6,paid_work,decile_8,4,1,4,7,8,4,4,3
gasoline_car,SI,41,male,4,paid_work,decile_6,5,1,3,3,2,2,5,3
gasoline_car,SI,30,male,4,paid_work,decile_10,5,1,3,5,8,6,6,2
gasoline_car,SI,61,male,4,paid_work,decile_7,5,1,4,2,5,5,5,3
bicycle,SI,29,male,2,paid_work,decile_7,5,1,4,7,8,2,5,2
gasoline_car,SI,23,female,4,education,decile_4,5,1,2,5,3,3,5,3
gasoline_car,SI,49,female,6,paid_work,decile_6,5,1,4,9,2,5,5,3
public_transport,SI,77,female,4,retired,decile_5,5,2,3,7,8,5,4,2
gasoline_car,SI,63,male,4,paid_work,decile_8,5,1,3,5,3,0,2,3
gasoline_car,SI,43,male,4,paid_work,decile_8,5,2,3,5,0,3,6,5
gasoline_car,SI,36,female,3,paid_work,decile_4,5,1,3,6,6,0,3,3
gasoline_car,SI,39,male,4,paid_work,decile_6,5,2,5,5,4,5,5,3
public_transport,SI,28,female,6,education,decile_9,5,1,3,3,6,4,5,2
walking,SI,68,female,4,housework,decile_7,5,1,3,4,7,2,5,4
gasoline_car,SI,75,male,2,retired,decile_2,5,1,3,7,5,5,6,3
gasoline_car,SI,69,male,6,retired,decile_10,5,1,4,2,0,6,6,1
gasoline_car,SI,33,male,4,paid_work,decile_7,5,1,4,4,3,3,3,3
gasoline_car,SI,46,female,6,paid_work,decile_7,5,1,4,8,5,4,6,3
bicycle,SI,36,female,7,housework,decile_6,5,1,3,8,5,5,4,2
walking,SI,33,female,6,paid_work,decile_10,5,1,4,7,4,3,4,2
gasoline_car,SI,35,female,7,housework,decile_7,5,1,5,8,7,4,4,4
gasoline_car,SI,35,male,6,paid_work,decile_9,5,1,4,5,5,5,5,2
walking,SI,25,male,4,education,decile_1,5,1,1,1,8,3,4,4
gasoline_car,SI,42,male,3,paid_work,decile_5,5,1,3,5,5,5,4,3
gasoline_car,SI,39,female,6,paid_work,decile_7,4,1,3,8,8,2,4,3
gasoline_car,SI,47,female,6,paid_work,decile_9,5,1,3,6,9,4,5,3
electric_car,SI,43,female,6,paid_work,decile_6,5,1,3,8,8,5,4,3
gasoline_car,SI,54,female,6,housework,decile_8,5,1,2,0,6,5,6,1
gasoline_car,SI,48,male,4,paid_work,decile_2,5,2,3,7,7,3,5,3
gasoline_car,SI,44,male,6,paid_work,decile_7,5,1,2,5,2,5,6,3
gasoline_car,SI,70,male,3,retired,decile_4,5,1,3,3,5,5,6,3
gasoline_car,SI,47,male,4,paid_work,decile_9,5,1,2,5,5,1,3,1
walking,SI,62,female,5,paid_work,decile_7,5,1,4,7,5,3,4,3
gasoline_car,SI,45,female,4,paid_work,decile_5,5,2,2,5,6,3,4,3
gasoline_car,SI,33,female,4,paid_work,decile_2,5,2,3,4,6,3,3,3
gasoline_car,SI,54,female,4,paid_work,decile_2,5,2,3,9,0,2,3,4
gasoline_car,SI,51,female,6,housework,decile_8,5,1,3,4,4,3,4,4
walking,SI,57,male,3,paid_work,decile_7,4,1,4,8,8,1,4,4
electric_car,SI,28,male,4,education,decile_8,5,1,3,9,6,6,4,2
gasoline_car,SI,50,female,4,paid_work,decile_5,5,1,3,9,1,5,5,3
gasoline_car,SI,31,male,6,paid_work,decile_8,5,1,4,8,3,3,6,3
gasoline_car,SI,41,male,6,paid_work,decile_9,5,1,2,7,0,4,5,3
bicycle,SI,57,female,6,paid_work,decile_7,5,1,3,6,7,4,5,2
gasoline_car,SI,24,female,4,education,decile_6,5,1,3,8,7,4,2,2
gasoline_car,SI,62,male,7,paid_work,decile_10,5,1,3,5,1,1,4,3
public_transport,SI,23,female,2,education,decile_8,5,1,3,5,0,6,3,2
gasoline_car,SI,83,male,4,retired,decile_8,1,2,3,5,7,2,4,2
gasoline_car,SI,39,female,7,paid_work,decile_4,5,1,4,8,0,4,6,3
walking,SI,35,female,6,paid_work,decile_10,5,1,4,8,1,3,6,3
gasoline_car,SI,59,male,4,paid_work,decile_9,5,1,5,10,2,4,4,4
gasoline_car,SI,63,male,4,paid_work,decile_7,3,2,4,8,6,4,4,2
gasoline_car,SI,51,male,6,paid_work,decile_7,5,1,2,5,4,4,4,3
gasoline_car,SI,36,female,6,paid_work,decile_6,3,1,4,5,3,4,3,3
walking,SI,70,female,6,retired,decile_8,5,1,4,7,5,1,3,4
walking,SI,41,male,4,paid_work,decile_5,5,1,3,7,7,4,6,1
public_transport,SI,25,female,3,education,decile_6,5,1,3,5,5,3,3,3
gasoline_car,SI,48,female,4,housework,decile_7,5,1,4,5,5,0,2,3
gasoline_car,SI,59,female,4,paid_work,decile_5,2,2,4,2,4,3,5,4
gasoline_car,SI,37,female,6,paid_work,decile_7,5,1,3,7,7,3,5,3
gasoline_car,SI,41,female,5,paid_work,decile_8,5,1,4,6,6,3,5,2
gasoline_car,SI,52,female,4,paid_work,decile_5,5,2,4,8,3,4,4,4
gasoline_car,SI,48,female,6,paid_work,decile_8,5,1,5,10,4,4,6,3
gasoline_car,SI,63,male,4,unemployed_not_looking,decile_4,4,2,3,7,9,4,4,4
walking,SI,34,male,6,education,decile_5,5,1,3,0,8,4,3,3
gasoline_car,SI,43,female,6,housework,decile_3,5,2,5,10,0,4,3,2
gasoline_car,SI,23,male,2,education,decile_5,5,2,5,7,6,4,5,4
gasoline_car,SI,68,male,7,retired,decile_10,5,1,2,9,5,5,2,4
gasoline_car,SI,55,male,3,paid_work,decile_6,4,2,4,4,5,3,5,4
gasoline_car,SI,36,male,6,paid_work,decile_5,5,2,4,5,5,2,2,4
walking,SI,45,female,6,paid_work,decile_2,5,3,3,5,0,0,5,3
gasoline_car,SI,41,male,4,paid_work,decile_2,5,2,2,5,7,4,4,4
gasoline_car,SI,56,female,6,paid_work,decile_5,5,2,3,7,5,4,5,4
gasoline_car,SI,48,female,4,paid_work,decile_10,5,1,3,5,5,4,5,3
electric_car,SI,80,female,6,retired,decile_4,5,1,4,10,8,4,4,2
gasoline_car,SI,54,female,5,paid_work,decile_8,5,2,3,4,10,4,5,3
gasoline_car,SI,31,female,4,paid_work,decile_10,5,1,3,5,4,4,6,2
gasoline_car,SI,39,male,4,paid_work,decile_5,5,1,2,6,8,4,5,3
gasoline_car,SI,76,male,3,housework,decile_4,5,2,3,6,0,0,2,4
bicycle,SI,72,male,5,retired,decile_5,5,2,3,8,8,3,5,2
gasoline_car,SI,72,male,4,retired,decile_6,3,1,3,5,2,4,6,3
gasoline_car,SI,59,female,4,housework,decile_3,4,2,4,5,2,3,3,4
gasoline_car,SI,44,male,3,paid_work,decile_7,5,1,3,5,10,5,6,3
walking,SI,80,male,4,retired,decile_4,5,1,3,8,5,4,6,3
bicycle,SI,38,female,6,paid_work,decile_6,5,1,4,7,1,3,5,3
walking,SI,42,male,6,paid_work,decile_8,5,1,3,8,6,3,3,3
gasoline_car,SI,79,male,4,retired,decile_5,5,2,3,3,8,5,5,3
gasoline_car,SI,34,male,3,paid_work,decile_6,5,1,2,0,4,4,4,5
gasoline_car,SI,50,male,4,paid_work,decile_9,5,1,3,3,2,3,5,3
gasoline_car,SI,60,female,5,paid_work,decile_9,5,1,3,10,7,5,5,2
public_transport,SI,24,female,4,education,decile_9,4,4,4,7,6,4,5,3
gasoline_car,SI,30,female,3,paid_work,decile_4,5,2,3,5,5,2,3,5
gasoline_car,SI,72,female,6,retired,decile_5,5,1,3,2,7,3,6,2
gasoline_car,SI,85,male,5,retired,decile_5,3,1,4,10,7,5,6,3
gasoline_car,SI,40,female,6,paid_work,decile_9,5,1,3,5,4,2,4,4
walking,SI,61,female,2,housework,decile_3,2,2,4,8,0,3,4,5
gasoline_car,SI,37,male,6,paid_work,decile_9,5,1,4,8,2,3,5,4
gasoline_car,SI,56,female,5,paid_work,decile_4,5,1,3,5,3,3,4,3
gasoline_car,SI,39,female,4,paid_work,decile_6,5,1,3,5,6,5,5,3
gasoline_car,SI,47,male,3,paid_work,decile_7,5,1,3,7,5,3,3,3
public_transport,SI,67,female,4,retired,decile_5,5,2,4,5,0,2,2,5
gasoline_car,SI,66,male,4,paid_work,decile_5,5,1,3,5,7,2,4,3
gasoline_car,SI,38,male,4,paid_work,decile_8,5,1,4,7,6,3,6,3
gasoline_car,SI,28,male,4,paid_work,decile_7,5,1,3,7,0,5,4,5
public_transport,SI,66,female,4,housework,decile_4,2,2,5,8,8,4,6,4
gasoline_car,SI,28,female,6,paid_work,decile_3,5,1,3,5,3,5,4,3
gasoline_car,SI,26,female,4,education,decile_9,5,1,4,3,3,5,4,4
walking,SI,68,male,4,retired,decile_6,5,1,4,5,7,4,6,2
gasoline_car,SI,37,female,6,paid_work,decile_10,5,1,3,3,0,4,4,4
electric_car,SI,43,male,6,paid_work,decile_9,5,1,3,6,4,4,4,2
gasoline_car,SI,42,female,7,housework,decile_8,3,1,3,8,5,3,5,2
gasoline_car,SI,49,female,6,paid_work,decile_4,5,3,3,5,0,4,5,1
bicycle,SI,57,male,4,retired,decile_4,5,1,3,6,0,3,5,1
electric_car,SI,46,female,4,paid_work,decile_8,5,1,4,1,1,4,5,4
electric_car,SI,69,male,6,housework,decile_8,5,1,2,5,8,5,6,2
gasoline_car,SI,67,female,4,retired,decile_7,5,1,5,10,7,3,5,2
walking,SI,83,male,4,retired,decile_6,5,1,3,3,8,4,5,1
public_transport,SI,24,female,4,education,decile_2,5,4,4,7,8,3,4,3
gasoline_car,SI,34,female,6,paid_work,decile_6,5,1,2,5,8,0,2,5
electric_car,SI,60,male,3,paid_work,decile_7,5,1,4,10,5,6,5,4
gasoline_car,SI,48,male,3,housework,decile_1,1,4,1,0,7,2,2,3
public_transport,SI,64,male,4,retired,decile_4,5,1,3,5,8,0,0,3
gasoline_car,SI,61,female,6,paid_work,decile_9,5,1,3,1,3,5,6,3
gasoline_car,SI,60,male,6,paid_work,decile_8,5,1,3,6,5,4,6,1
walking,SI,77,female,4,housework,decile_4,5,1,2,6,6,4,4,3
gasoline_car,SI,48,female,6,paid_work,decile_5,5,2,4,7,0,5,4,5
gasoline_car,SI,34,male,6,paid_work,decile_7,5,1,5,5,0,2,6,2
gasoline_car,SI,41,female,7,paid_work,decile_8,5,1,3,2,8,3,4,3
gasoline_car,SI,44,male,4,paid_work,decile_7,5,2,4,7,3,2,4,3
electric_car,SI,53,female,6,paid_work,decile_9,5,1,3,7,8,2,5,3
public_transport,SI,63,male,7,paid_work,decile_10,5,1,2,5,8,3,5,2
gasoline_car,SI,59,female,6,paid_work,decile_9,5,1,4,8,3,4,5,3
gasoline_car,SI,65,male,2,retired,decile_3,3,2,4,7,2,3,5,3
gasoline_car,SI,47,male,4,paid_work,decile_4,5,1,3,8,1,5,5,2
gasoline_car,SI,32,female,7,paid_work,decile_6,5,1,5,10,3,5,3,4
gasoline_car,SI,27,female,4,education,decile_6,5,1,5,8,3,4,4,5
bicycle,SI,24,male,4,education,decile_7,5,1,4,7,6,6,4,3
gasoline_car,SI,45,female,4,paid_work,decile_6,5,2,3,5,5,4,6,3
gasoline_car,SI,58,male,2,paid_work,decile_8,3,2,1,0,5,5,5,1
bicycle,SI,80,male,7,retired,decile_5,5,1,4,7,7,3,5,2
public_transport,SI,75,female,2,retired,decile_2,5,2,4,10,5,3,6,4
electric_car,SI,40,female,4,paid_work,decile_10,5,1,3,7,7,6,4,2
walking,SI,69,male,4,paid_work,decile_10,5,1,3,5,2,2,5,2
gasoline_car,SI,53,female,6,paid_work,decile_10,5,1,4,7,3,3,5,3
gasoline_car,SI,38,female,4,paid_work,decile_6,5,1,2,5,8,5,4,3
gasoline_car,SI,32,male,6,paid_work,decile_8,5,1,3,5,2,5,5,4
public_transport,SI,51,male,3,paid_work,decile_4,5,2,4,7,7,3,3,4
gasoline_car,SI,61,male,4,paid_work,decile_7,5,1,4,6,5,3,5,3
gasoline_car,SI,42,female,6,paid_work,decile_7,5,1,3,10,3,2,5,4
gasoline_car,SI,55,male,3,paid_work,decile_5,5,2,2,1,0,2,1,5
gasoline_car,SI,25,female,4,education,decile_8,5,1,4,7,7,2,1,5
walking,SI,23,female,2,education,decile_6,5,1,3,2,2,4,5,3
gasoline_car,SI,50,male,4,paid_work,decile_9,5,1,3,8,5,6,6,3
gasoline_car,SI,73,male,3,retired,decile_5,5,2,3,4,4,2,4,3
gasoline_car,SI,35,male,7,paid_work,decile_10,5,1,4,7,2,3,3,5
walking,SI,40,male,6,paid_work,decile_7,5,2,3,6,5,5,5,2
walking,SI,70,female,6,retired,decile_5,5,1,4,7,7,2,3,3
gasoline_car,SI,49,female,5,paid_work,decile_3,5,2,3,6,8,4,5,2
gasoline_car,SI,33,male,4,paid_work,decile_5,5,2,2,9,9,4,3,4
gasoline_car,SI,52,male,4,paid_work,decile_6,5,2,4,4,6,5,3,5
gasoline_car,SI,45,female,7,paid_work,decile_3,5,1,4,5,3,5,5,3
electric_car,SI,34,female,7,education,decile_9,5,1,3,4,9,3,2,4
gasoline_car,SI,34,male,4,paid_work,decile_6,5,2,3,5,5,5,4,3
gasoline_car,SI,52,male,6,paid_work,decile_10,5,1,2,3,4,2,5,4
gasoline_car,SI,32,male,7,paid_work,decile_10,5,1,2,0,7,5,5,3
electric_car,SI,71,female,4,retired,decile_4,5,2,4,9,0,4,4,3
gasoline_car,SI,48,female,6,paid_work,decile_9,5,2,2,5,3,5,4,5
bicycle,SI,45,female,6,paid_work,decile_6,5,1,5,9,7,3,5,3
gasoline_car,SI,38,female,4,paid_work,decile_4,5,2,4,8,3,2,3,4
gasoline_car,SI,29,female,4,paid_work,decile_5,5,3,4,5,5,5,5,5
gasoline_car,SI,65,male,4,paid_work,decile_5,4,2,2,5,5,4,5,3
walking,SI,83,female,6,retired,decile_7,5,1,4,6,3,3,6,3
gasoline_car,SI,55,female,5,paid_work,decile_5,5,2,4,10,5,5,6,4
public_transport,SI,28,female,4,education,decile_4,5,3,5,10,8,2,4,2
gasoline_car,SI,48,male,6,paid_work,decile_10,5,1,4,0,0,3,1,4
gasoline_car,SI,67,female,4,housework,decile_9,5,2,5,3,4,5,5,4
gasoline_car,SI,55,male,4,paid_work,decile_8,2,1,3,5,0,6,5,2
gasoline_car,SI,26,female,4,education,decile_6,5,1,4,7,2,3,5,5
bicycle,SI,47,female,5,paid_work,decile_4,5,2,4,10,8,5,4,2
gasoline_car,SI,59,female,7,paid_work,decile_9,5,1,3,6,0,3,2,5
gasoline_car,SI,84,male,4,retired,decile_7,5,1,3,3,6,5,6,2
public_transport,SI,54,female,4,paid_work,decile_5,5,1,3,4,1,5,5,4
walking,SI,51,female,6,paid_work,decile_5,5,2,3,7,5,5,5,2
gasoline_car,SI,59,female,6,paid_work,decile_6,5,1,3,5,5,3,6,2
gasoline_car,SI,59,female,3,paid_work,decile_2,5,1,3,5,0,4,3,5
gasoline_car,SI,58,female,3,paid_work,decile_8,5,2,4,5,2,4,5,4
public_transport,SI,41,female,5,unemployed_looking,decile_2,5,3,3,5,4,4,5,4
gasoline_car,SI,25,male,3,education,decile_1,5,3,3,6,6,4,4,3
bicycle,SI,71,male,6,retired,decile_6,5,1,3,3,10,4,4,4
walking,SI,62,male,4,unemployed_looking,decile_2,5,3,2,2,9,0,6,3
gasoline_car,SI,40,female,6,housework,decile_10,5,1,3,5,8,5,4,2
public_transport,SI,45,female,6,paid_work,decile_4,5,1,1,1,5,0,6,3
gasoline_car,SI,49,male,3,paid_work,decile_5,5,2,2,5,3,5,3,3
bicycle,SI,56,male,4,paid_work,decile_5,5,1,3,2,7,2,5,3
electric_car,SI,43,female,6,paid_work,decile_9,5,2,3,5,5,3,4,3
gasoline_car,SI,78,male,6,retired,decile_8,5,1,2,5,3,3,5,3
gasoline_car,SI,36,male,6,paid_work,decile_3,5,1,4,6,1,3,2,4
bicycle,SI,48,female,6,housework,decile_2,5,4,2,10,10,0,5,2
gasoline_car,SI,27,male,4,paid_work,decile_6,5,1,4,3,5,6,5,2
gasoline_car,SI,36,female,6,education,decile_6,5,1,4,8,10,5,4,3
gasoline_car,SI,54,female,4,paid_work,decile_2,5,2,3,6,10,6,6,3
walking,SI,54,female,3,paid_work,decile_6,5,1,1,0,5,3,3,3
walking,SI,59,male,5,paid_work,decile_6,5,1,3,5,4,4,6,4
gasoline_car,SI,61,female,5,paid_work,decile_6,5,1,3,5,2,3,5,3
